hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
HNRNPA2B1,5033,extracellular exosome,GO:0070062,cellular component,21,13,1.212e-01,1.062e-01,5.483e-02,6.885e-01,1.919e-02,1.016e-01,1.445e-01,7.785e-02,1.449e-01,4.015e-02,7.489e-02
HNRNPA2B1,5033,nucleus,GO:0005634,cellular component,21,16,1.250e-01,1.027e-01,5.625e-02,6.820e-01,4.962e-02,8.248e-02,1.893e-01,7.334e-02,1.438e-01,2.581e-02,1.226e-01
HNRNPA2B1,5033,nucleoplasm,GO:0005654,cellular component,21,4,1.340e-01,1.080e-01,6.551e-02,6.624e-01,1.228e-02,1.204e-01,1.492e-01,8.086e-02,1.444e-01,5.381e-02,7.974e-02
HNRNPA2B1,5033,cytoplasm,GO:0005737,cellular component,21,15,1.493e-01,1.123e-01,7.793e-02,6.355e-01,1.869e-02,1.280e-01,1.742e-01,8.749e-02,1.442e-01,5.856e-02,1.037e-01
HNRNPA2B1,5033,RNA binding,GO:0003723,molecular function,21,35,1.494e-01,1.129e-01,7.745e-02,6.361e-01,2.404e-02,1.220e-01,1.830e-01,8.818e-02,1.445e-01,5.329e-02,1.126e-01
HNRNPA2B1,5033,single-stranded telomeric DNA binding,GO:0043047,molecular function,21,5,1.532e-01,1.136e-01,8.100e-02,6.285e-01,3.042e-02,1.182e-01,1.986e-01,8.915e-02,1.448e-01,5.055e-02,1.298e-01
HNRNPA2B1,5033,membrane,GO:0016020,cellular component,21,34,1.609e-01,1.130e-01,8.950e-02,6.140e-01,1.566e-02,1.405e-01,1.843e-01,8.840e-02,1.444e-01,7.085e-02,1.131e-01
HNRNPA2B1,5033,protein binding,GO:0005515,molecular function,21,157,1.752e-01,1.209e-01,1.031e-01,5.902e-01,2.863e-02,1.390e-01,2.208e-01,8.931e-02,1.638e-01,6.814e-02,1.560e-01
HNRNPA2B1,5033,miRNA binding,GO:0035198,molecular function,21,2,1.913e-01,1.372e-01,1.183e-01,5.681e-01,2.108e-02,1.577e-01,2.320e-01,1.056e-01,1.782e-01,8.768e-02,1.595e-01
HNRNPA2B1,5033,ribonucleoprotein complex,GO:1990904,cellular component,21,24,2.255e-01,1.640e-01,1.529e-01,5.244e-01,1.519e-02,1.924e-01,2.642e-01,1.432e-01,1.879e-01,1.251e-01,1.869e-01
HNRNPA2B1,5033,mRNA 3'-UTR binding,GO:0003730,molecular function,21,3,2.317e-01,1.620e-01,1.593e-01,5.172e-01,1.251e-02,2.123e-01,2.529e-01,1.416e-01,1.854e-01,1.348e-01,1.882e-01
CYP3A43,17450,testosterone 6-beta-hydroxylase activity,GO:0050649,molecular function,11,4,8.790e-02,1.978e-02,4.862e-03,9.411e-01,1.078e-02,8.550e-02,9.036e-02,1.038e-02,3.769e-02,2.130e-03,1.110e-02
CYP3A43,17450,estrogen 16-alpha-hydroxylase activity,GO:0101020,molecular function,11,5,8.790e-02,2.547e-02,1.791e-02,8.536e-01,1.542e-02,8.550e-02,9.036e-02,1.921e-02,3.379e-02,1.405e-02,2.283e-02
CYP3A43,17450,steroid metabolic process,GO:0008202,biological process,11,26,8.807e-02,2.547e-02,1.660e-02,8.532e-01,2.605e-02,8.542e-02,9.080e-02,1.921e-02,3.379e-02,9.485e-03,2.906e-02
CYP3A43,17450,oxidative demethylation,GO:0070989,biological process,11,6,8.893e-02,2.607e-02,2.299e-02,8.158e-01,1.106e-02,8.547e-02,9.254e-02,2.020e-02,3.364e-02,1.931e-02,2.736e-02
CYP3A43,17450,steroid hydroxylase activity,GO:0008395,molecular function,11,24,9.375e-02,2.768e-02,2.149e-02,8.264e-01,4.225e-02,8.189e-02,1.073e-01,1.777e-02,4.313e-02,1.076e-02,4.292e-02
CYP3A4,2637,testosterone 6-beta-hydroxylase activity,GO:0050649,molecular function,34,4,8.790e-02,5.265e-02,8.567e-03,9.160e-01,1.601e-02,8.550e-02,9.036e-02,3.708e-02,7.475e-02,4.656e-03,1.576e-02
CYP3A4,2637,steroid metabolic process,GO:0008202,biological process,34,26,8.790e-02,5.265e-02,1.388e-02,8.855e-01,1.034e-02,8.550e-02,9.036e-02,3.708e-02,7.475e-02,1.100e-02,1.750e-02
CYP3A4,2637,drug catabolic process,GO:0042737,biological process,34,7,8.790e-02,5.265e-02,1.440e-02,8.806e-01,1.165e-02,8.550e-02,9.036e-02,3.708e-02,7.475e-02,1.103e-02,1.881e-02
CYP3A4,2637,steroid hydroxylase activity,GO:0008395,molecular function,34,24,8.790e-02,5.265e-02,1.528e-02,8.719e-01,1.639e-02,8.550e-02,9.036e-02,3.708e-02,7.475e-02,1.101e-02,2.122e-02
CYP3A4,2637,retinol metabolic process,GO:0042572,biological process,34,4,8.790e-02,5.294e-02,1.518e-02,8.683e-01,2.113e-02,8.550e-02,9.036e-02,3.745e-02,7.485e-02,9.535e-03,2.416e-02
CYP3A4,2637,drug metabolic process,GO:0017144,biological process,34,5,8.893e-02,5.265e-02,1.942e-02,8.417e-01,1.881e-02,8.547e-02,9.253e-02,3.708e-02,7.475e-02,1.438e-02,2.624e-02
CYP3A4,2637,exogenous drug catabolic process,GO:0042738,biological process,34,3,8.969e-02,5.265e-02,1.267e-02,8.724e-01,4.133e-02,8.505e-02,9.458e-02,3.708e-02,7.475e-02,4.877e-03,3.292e-02
CYP3A4,2637,steroid catabolic process,GO:0006706,biological process,34,17,9.074e-02,5.758e-02,2.404e-02,8.103e-01,2.590e-02,8.338e-02,9.875e-02,4.173e-02,7.945e-02,1.591e-02,3.634e-02
CYP3A4,2637,estrogen 16-alpha-hydroxylase activity,GO:0101020,molecular function,34,5,9.108e-02,5.265e-02,2.211e-02,8.220e-01,2.747e-02,8.402e-02,9.874e-02,3.708e-02,7.475e-02,1.422e-02,3.440e-02
CYP3A4,2637,estrogen metabolic process,GO:0008210,biological process,34,7,9.207e-02,5.758e-02,3.030e-02,7.749e-01,1.005e-02,8.514e-02,9.956e-02,4.173e-02,7.945e-02,2.564e-02,3.581e-02
CYP3A4,2637,vitamin D 24-hydroxylase activity,GO:0070576,molecular function,34,4,9.330e-02,5.265e-02,2.348e-02,8.123e-01,3.636e-02,8.225e-02,1.058e-01,3.708e-02,7.475e-02,1.289e-02,4.279e-02
CYP3A4,2637,estrogen 2-hydroxylase activity,GO:0101021,molecular function,34,3,9.353e-02,5.265e-02,2.539e-02,8.023e-01,3.166e-02,8.206e-02,1.066e-01,3.708e-02,7.475e-02,1.527e-02,4.223e-02
CYP3A4,2637,retinoic acid metabolic process,GO:0042573,biological process,34,9,9.402e-02,5.804e-02,2.736e-02,7.910e-01,3.013e-02,8.066e-02,1.096e-01,4.199e-02,8.025e-02,1.681e-02,4.453e-02
CYP3A4,2637,retinoic acid 4-hydroxylase activity,GO:0008401,molecular function,34,5,9.582e-02,5.344e-02,3.121e-02,7.707e-01,2.509e-02,8.116e-02,1.131e-01,3.805e-02,7.505e-02,2.058e-02,4.733e-02
CYP3A4,2637,vitamin D3 25-hydroxylase activity,GO:0030343,molecular function,34,2,9.809e-02,5.265e-02,2.503e-02,7.998e-01,5.001e-02,7.849e-02,1.226e-01,3.708e-02,7.475e-02,1.058e-02,5.921e-02
CYP3A4,2637,monooxygenase activity,GO:0004497,molecular function,34,62,9.949e-02,6.052e-02,3.262e-02,7.643e-01,3.333e-02,7.891e-02,1.254e-01,4.283e-02,8.551e-02,1.880e-02,5.660e-02
CYP3A4,2637,steroid binding,GO:0005496,molecular function,34,13,1.002e-01,5.485e-02,3.537e-02,7.525e-01,2.738e-02,8.166e-02,1.229e-01,4.027e-02,7.470e-02,2.244e-02,5.575e-02
CYP3A4,2637,oxidative demethylation,GO:0070989,biological process,34,6,1.012e-01,5.381e-02,2.965e-02,7.788e-01,5.174e-02,7.622e-02,1.343e-01,3.632e-02,7.972e-02,1.272e-02,6.914e-02
CYP3A4,2637,enzyme binding,GO:0019899,molecular function,34,32,1.041e-01,5.804e-02,3.286e-02,7.641e-01,4.668e-02,8.455e-02,1.281e-01,4.199e-02,8.025e-02,1.534e-02,7.037e-02
CYP3A4,2637,caffeine oxidase activity,GO:0034875,molecular function,34,2,1.043e-01,5.716e-02,3.594e-02,7.511e-01,3.767e-02,8.613e-02,1.263e-01,4.316e-02,7.569e-02,1.947e-02,6.634e-02
CYP3A4,2637,alkaloid catabolic process,GO:0009822,biological process,34,22,1.067e-01,6.292e-02,4.268e-02,7.253e-01,5.840e-03,1.017e-01,1.119e-01,5.197e-02,7.617e-02,3.868e-02,4.709e-02
CYP3A4,2637,lipid hydroxylation,GO:0002933,biological process,34,3,1.079e-01,6.067e-02,4.363e-02,7.220e-01,1.868e-02,9.078e-02,1.283e-01,4.747e-02,7.753e-02,3.206e-02,5.939e-02
CYP3A4,2637,monoterpenoid metabolic process,GO:0016098,biological process,34,9,1.300e-01,7.382e-02,6.324e-02,6.672e-01,2.197e-02,1.064e-01,1.589e-01,5.371e-02,1.015e-01,4.433e-02,9.022e-02
CYP3A4,2637,heterocycle metabolic process,GO:0046483,biological process,34,86,1.500e-01,9.438e-02,7.667e-02,6.312e-01,6.517e-02,8.324e-02,2.705e-01,4.355e-02,2.045e-01,2.946e-02,1.995e-01
CYP3A4,2637,cytoplasm,GO:0005737,cellular component,34,15,1.611e-01,9.755e-02,8.464e-02,6.180e-01,5.424e-02,9.884e-02,2.627e-01,4.738e-02,2.008e-01,3.844e-02,1.864e-01
CYP3A4,2637,iron ion binding,GO:0005506,molecular function,34,5,1.901e-01,1.256e-01,1.149e-01,5.709e-01,4.053e-02,1.305e-01,2.768e-01,7.240e-02,2.180e-01,6.350e-02,2.080e-01
CYP3A4,2637,protein binding,GO:0005515,molecular function,34,157,1.927e-01,1.217e-01,1.158e-01,5.677e-01,4.872e-02,1.247e-01,2.977e-01,6.279e-02,2.357e-01,5.863e-02,2.289e-01
CYP3A4,2637,oxidoreductase activity,GO:0016491,molecular function,34,87,2.578e-01,1.830e-01,1.764e-01,4.793e-01,8.983e-02,1.223e-01,5.437e-01,6.746e-02,4.966e-01,6.248e-02,4.981e-01
TBXAS1,11609,prostaglandin biosynthetic process,GO:0001516,biological process,6,4,9.265e-02,1.000e-01,2.560e-02,8.007e-01,2.809e-02,8.178e-02,1.050e-01,4.828e-02,2.073e-01,1.634e-02,4.011e-02
TBXAS1,11609,icosanoid metabolic process,GO:0006690,biological process,6,7,1.209e-01,1.074e-01,4.614e-02,7.137e-01,5.287e-02,8.759e-02,1.670e-01,4.820e-02,2.393e-01,1.964e-02,1.084e-01
TBXAS1,11609,heme binding,GO:0020037,molecular function,6,2,1.238e-01,1.074e-01,5.215e-02,6.944e-01,5.000e-02,8.629e-02,1.776e-01,4.820e-02,2.393e-01,2.314e-02,1.175e-01
TBXAS1,11609,endoplasmic reticulum membrane,GO:0005789,cellular component,6,8,1.613e-01,1.250e-01,9.109e-02,6.106e-01,2.527e-02,1.298e-01,2.005e-01,7.541e-02,2.073e-01,6.216e-02,1.335e-01
TBXAS1,11609,hydroperoxy icosatetraenoate dehydratase activity,GO:0106256,molecular function,6,2,1.936e-01,1.335e-01,1.167e-01,5.633e-01,6.507e-02,1.083e-01,3.461e-01,6.621e-02,2.694e-01,4.442e-02,3.064e-01
TBXAS1,11609,thromboxane-A synthase activity,GO:0004796,molecular function,6,2,2.142e-01,1.591e-01,1.415e-01,5.388e-01,6.185e-03,2.076e-01,2.211e-01,1.304e-01,1.941e-01,1.297e-01,1.544e-01
CYP3A5,2638,testosterone 6-beta-hydroxylase activity,GO:0050649,molecular function,15,4,8.790e-02,4.979e-02,1.156e-02,9.002e-01,1.104e-02,8.550e-02,9.036e-02,4.439e-02,5.585e-02,8.090e-03,1.651e-02
CYP3A5,2638,drug catabolic process,GO:0042737,biological process,15,7,8.790e-02,4.979e-02,1.425e-02,8.770e-01,1.771e-02,8.550e-02,9.036e-02,4.439e-02,5.585e-02,9.284e-03,2.188e-02
CYP3A5,2638,steroid metabolic process,GO:0008202,biological process,15,26,8.790e-02,4.979e-02,1.622e-02,8.667e-01,1.388e-02,8.550e-02,9.036e-02,4.439e-02,5.585e-02,1.279e-02,2.057e-02
CYP3A5,2638,steroid hydroxylase activity,GO:0008395,molecular function,15,24,8.790e-02,4.979e-02,1.814e-02,8.526e-01,1.141e-02,8.550e-02,9.036e-02,4.439e-02,5.585e-02,1.527e-02,2.155e-02
CYP3A5,2638,estrogen metabolic process,GO:0008210,biological process,15,7,9.049e-02,5.203e-02,2.823e-02,7.854e-01,7.171e-03,8.542e-02,9.586e-02,4.636e-02,5.840e-02,2.507e-02,3.179e-02
CYP3A5,2638,estrogen 16-alpha-hydroxylase activity,GO:0101020,molecular function,15,5,9.320e-02,5.368e-02,2.849e-02,7.844e-01,2.330e-02,8.407e-02,1.033e-01,4.131e-02,6.976e-02,1.959e-02,4.144e-02
CYP3A5,2638,retinoic acid metabolic process,GO:0042573,biological process,15,9,9.607e-02,5.411e-02,2.831e-02,7.864e-01,3.855e-02,7.903e-02,1.168e-01,4.622e-02,6.333e-02,1.519e-02,5.276e-02
CYP3A5,2638,oxidative demethylation,GO:0070989,biological process,15,6,1.015e-01,5.562e-02,3.438e-02,7.566e-01,3.968e-02,7.683e-02,1.342e-01,3.993e-02,7.748e-02,1.787e-02,6.613e-02
CYP3A5,2638,retinoic acid 4-hydroxylase activity,GO:0008401,molecular function,15,5,1.044e-01,5.879e-02,4.112e-02,7.306e-01,1.773e-02,8.890e-02,1.227e-01,4.564e-02,7.573e-02,3.062e-02,5.523e-02
CYP3A5,2638,alkaloid catabolic process,GO:0009822,biological process,15,22,1.077e-01,6.094e-02,4.355e-02,7.225e-01,1.811e-03,1.070e-01,1.084e-01,5.199e-02,7.143e-02,4.232e-02,4.480e-02
CYP3A5,2638,lipid hydroxylation,GO:0002933,biological process,15,3,1.084e-01,5.989e-02,4.472e-02,7.186e-01,2.083e-02,8.893e-02,1.322e-01,4.534e-02,7.911e-02,3.173e-02,6.302e-02
CYP3A5,2638,protein binding,GO:0005515,molecular function,15,157,1.943e-01,1.273e-01,1.175e-01,5.651e-01,4.962e-02,1.241e-01,3.042e-01,6.459e-02,2.507e-01,5.962e-02,2.314e-01
CYP3A5,2638,oxidoreductase activity,GO:0016491,molecular function,15,87,3.074e-01,2.342e-01,2.342e-01,4.280e-01,7.787e-02,1.634e-01,5.783e-01,1.027e-01,5.340e-01,1.027e-01,5.340e-01
ATP6V1D,13527,extracellular exosome,GO:0070062,cellular component,11,13,2.062e-01,3.773e-01,1.174e-01,5.551e-01,9.098e-02,9.531e-02,4.462e-01,1.647e-01,8.644e-01,3.046e-02,4.526e-01
ATP6V1D,13527,cilium,GO:0005929,cellular component,11,5,2.283e-01,3.773e-01,1.450e-01,5.207e-01,7.889e-02,1.136e-01,4.587e-01,1.647e-01,8.644e-01,4.721e-02,4.451e-01
ATP6V1D,13527,membrane,GO:0016020,cellular component,11,34,2.821e-01,3.773e-01,2.008e-01,4.560e-01,8.513e-02,1.343e-01,5.925e-01,1.647e-01,8.644e-01,6.633e-02,6.081e-01
ATP6V1D,13527,cilium assembly,GO:0060271,biological process,11,8,2.961e-01,4.161e-01,2.226e-01,4.450e-01,5.674e-02,1.814e-01,4.834e-01,2.200e-01,7.872e-01,1.099e-01,4.509e-01
ATP6V1D,13527,protein binding,GO:0005515,molecular function,11,157,3.153e-01,3.854e-01,2.330e-01,4.176e-01,1.019e-01,1.337e-01,7.438e-01,1.650e-01,9.002e-01,6.555e-02,8.279e-01
ATP6V1D,13527,protein localization to cilium,GO:0061512,biological process,11,7,3.196e-01,4.219e-01,2.524e-01,4.208e-01,5.103e-02,2.065e-01,4.946e-01,2.292e-01,7.769e-01,1.389e-01,4.586e-01
ATP6V1D,13527,"proton-transporting ATPase activity, rotational mechanism",GO:0046961,molecular function,11,4,3.684e-01,4.404e-01,3.055e-01,3.831e-01,3.223e-02,2.825e-01,4.804e-01,2.601e-01,7.458e-01,2.163e-01,4.315e-01
ATP6V1D,13527,proton-transporting V-type ATPase complex,GO:0033176,cellular component,11,4,3.765e-01,4.445e-01,3.101e-01,3.652e-01,7.943e-02,2.025e-01,7.001e-01,2.265e-01,8.724e-01,1.415e-01,6.798e-01
ATP6V1D,13527,centrosome,GO:0005813,cellular component,11,5,5.459e-01,5.106e-01,4.930e-01,2.389e-01,8.572e-02,3.014e-01,9.885e-01,2.598e-01,1.004e+00,2.343e-01,1.037e+00
ATP6V1D,13527,lysosomal membrane,GO:0005765,cellular component,11,9,5.535e-01,5.532e-01,5.093e-01,2.508e-01,3.509e-02,4.412e-01,6.944e-01,3.923e-01,7.802e-01,3.825e-01,6.783e-01
RAB11FIP4,30267,endocytic recycling,GO:0032456,biological process,12,4,2.158e-01,4.806e-01,1.412e-01,5.328e-01,5.028e-02,1.376e-01,3.384e-01,3.893e-01,5.932e-01,7.324e-02,2.723e-01
RAB11FIP4,30267,endosome,GO:0005768,cellular component,12,11,2.330e-01,4.806e-01,1.582e-01,5.154e-01,3.694e-02,1.678e-01,3.235e-01,3.893e-01,5.932e-01,9.806e-02,2.553e-01
RAB11FIP4,30267,endocytic vesicle,GO:0030139,cellular component,12,7,2.576e-01,4.806e-01,1.821e-01,4.857e-01,5.333e-02,1.615e-01,4.109e-01,3.893e-01,5.932e-01,9.563e-02,3.469e-01
RAB11FIP4,30267,extracellular space,GO:0005615,cellular component,12,19,2.704e-01,4.955e-01,1.965e-01,4.745e-01,3.736e-02,1.974e-01,3.706e-01,4.032e-01,6.090e-01,1.215e-01,3.178e-01
RAB11FIP4,30267,recycling endosome membrane,GO:0055038,cellular component,12,2,2.924e-01,4.955e-01,2.208e-01,4.551e-01,9.305e-03,2.738e-01,3.123e-01,4.032e-01,6.090e-01,1.979e-01,2.464e-01
RAB11FIP4,30267,small GTPase binding,GO:0031267,molecular function,12,2,3.419e-01,4.965e-01,2.724e-01,4.095e-01,2.564e-02,2.796e-01,4.182e-01,4.038e-01,6.104e-01,2.044e-01,3.630e-01
RAB11FIP4,30267,midbody,GO:0030496,cellular component,12,2,3.527e-01,5.065e-01,2.835e-01,4.013e-01,2.082e-02,2.966e-01,4.195e-01,4.280e-01,5.995e-01,2.258e-01,3.560e-01
RAB11FIP4,30267,protein homodimerization activity,GO:0042803,molecular function,12,5,4.090e-01,5.337e-01,3.476e-01,3.535e-01,2.944e-02,3.293e-01,5.081e-01,4.276e-01,6.660e-01,2.586e-01,4.672e-01
RAB11FIP4,30267,regulation of cytokinesis,GO:0032465,biological process,12,7,4.607e-01,5.376e-01,4.105e-01,3.128e-01,2.291e-02,3.924e-01,5.408e-01,4.349e-01,6.646e-01,3.310e-01,5.090e-01
RAB11FIP4,30267,protein binding,GO:0005515,molecular function,12,157,5.514e-01,5.978e-01,5.147e-01,2.501e-01,2.242e-02,4.718e-01,6.445e-01,5.307e-01,6.732e-01,4.309e-01,6.146e-01
RAB11FIP4,30267,cleavage furrow,GO:0032154,cellular component,12,3,6.187e-01,6.353e-01,5.904e-01,2.076e-01,1.874e-02,5.412e-01,7.075e-01,5.585e-01,7.226e-01,5.131e-01,6.793e-01
RAB11FIP4,30267,centrosome,GO:0005813,cellular component,12,5,7.267e-01,7.083e-01,7.083e-01,1.429e-01,1.170e-02,6.812e-01,7.752e-01,6.600e-01,7.602e-01,6.600e-01,7.602e-01
HSD17B10,4800,testosterone dehydrogenase (NAD+) activity,GO:0047035,molecular function,28,2,8.790e-02,1.141e-01,1.503e-02,8.761e-01,1.165e-02,8.550e-02,9.036e-02,7.948e-02,1.637e-01,1.147e-02,1.968e-02
HSD17B10,4800,tRNA binding,GO:0000049,molecular function,28,4,8.790e-02,1.141e-01,1.841e-02,8.502e-01,1.420e-02,8.550e-02,9.036e-02,7.948e-02,1.637e-01,1.482e-02,2.288e-02
HSD17B10,4800,bile acid biosynthetic process,GO:0006699,biological process,28,7,8.790e-02,1.141e-01,2.378e-02,8.103e-01,8.374e-03,8.550e-02,9.036e-02,7.948e-02,1.637e-01,2.075e-02,2.726e-02
HSD17B10,4800,17-beta-hydroxysteroid dehydrogenase (NAD+) activity,GO:0044594,molecular function,28,2,8.847e-02,1.141e-01,2.480e-02,8.042e-01,1.315e-02,8.709e-02,8.988e-02,7.948e-02,1.637e-01,2.000e-02,3.076e-02
HSD17B10,4800,testosterone dehydrogenase [NAD(P)] activity,GO:0030283,molecular function,28,3,9.008e-02,1.161e-01,2.502e-02,8.042e-01,2.124e-02,8.667e-02,9.362e-02,8.137e-02,1.656e-01,1.800e-02,3.478e-02
HSD17B10,4800,mitochondrial tRNA methylation,GO:0070901,biological process,28,3,9.123e-02,1.141e-01,2.164e-02,8.270e-01,3.153e-02,8.703e-02,9.563e-02,7.948e-02,1.637e-01,1.312e-02,3.570e-02
HSD17B10,4800,brexanolone metabolic process,GO:0062173,biological process,28,6,1.103e-01,1.160e-01,4.162e-02,7.287e-01,4.278e-02,8.459e-02,1.438e-01,7.832e-02,1.718e-01,2.066e-02,8.385e-02
HSD17B10,4800,RNA binding,GO:0003723,molecular function,28,35,1.166e-01,1.181e-01,4.775e-02,7.078e-01,3.788e-02,8.403e-02,1.619e-01,8.026e-02,1.737e-01,2.593e-02,8.793e-02
HSD17B10,4800,mitochondrial nucleoid,GO:0042645,cellular component,28,3,1.192e-01,1.181e-01,5.149e-02,6.980e-01,2.153e-02,9.879e-02,1.438e-01,8.026e-02,1.737e-01,3.608e-02,7.348e-02
HSD17B10,4800,fatty acid beta-oxidation,GO:0006635,biological process,28,8,1.201e-01,1.181e-01,5.173e-02,6.972e-01,2.712e-02,9.497e-02,1.518e-01,8.026e-02,1.737e-01,3.306e-02,8.096e-02
HSD17B10,4800,estrogen metabolic process,GO:0008210,biological process,28,7,1.209e-01,1.181e-01,5.322e-02,6.928e-01,1.883e-02,1.012e-01,1.444e-01,8.026e-02,1.737e-01,3.917e-02,7.233e-02
HSD17B10,4800,androgen metabolic process,GO:0008209,biological process,28,5,1.285e-01,1.181e-01,5.922e-02,6.768e-01,2.377e-02,1.037e-01,1.592e-01,8.026e-02,1.737e-01,4.033e-02,8.694e-02
HSD17B10,4800,C21-steroid hormone metabolic process,GO:0008207,biological process,28,7,1.371e-01,1.181e-01,6.707e-02,6.583e-01,2.020e-02,1.148e-01,1.637e-01,8.026e-02,1.737e-01,4.855e-02,9.267e-02
HSD17B10,4800,mitochondrion,GO:0005739,cellular component,28,16,1.375e-01,1.181e-01,6.693e-02,6.582e-01,2.903e-02,1.071e-01,1.764e-01,8.026e-02,1.737e-01,4.199e-02,1.067e-01
HSD17B10,4800,chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity,GO:0106281,molecular function,28,2,1.417e-01,1.181e-01,7.077e-02,6.490e-01,3.507e-02,1.054e-01,1.905e-01,8.026e-02,1.737e-01,4.054e-02,1.236e-01
HSD17B10,4800,cholate 7-alpha-dehydrogenase activity,GO:0008709,molecular function,28,2,1.444e-01,1.181e-01,7.383e-02,6.426e-01,3.253e-02,1.095e-01,1.903e-01,8.026e-02,1.737e-01,4.415e-02,1.235e-01
HSD17B10,4800,ursodeoxycholate 7-beta-dehydrogenase (NAD+) activity,GO:0106283,molecular function,28,2,1.458e-01,1.181e-01,7.483e-02,6.407e-01,3.137e-02,1.117e-01,1.904e-01,8.026e-02,1.737e-01,4.558e-02,1.228e-01
HSD17B10,4800,isoleucine catabolic process,GO:0006550,biological process,28,4,1.467e-01,1.181e-01,7.662e-02,6.373e-01,2.932e-02,1.138e-01,1.891e-01,8.026e-02,1.737e-01,4.906e-02,1.197e-01
HSD17B10,4800,isoursodeoxycholate 7-beta-dehydrogenase (NAD+) activity,GO:0106282,molecular function,28,2,1.478e-01,1.181e-01,7.712e-02,6.357e-01,3.352e-02,1.109e-01,1.971e-01,8.026e-02,1.737e-01,4.569e-02,1.302e-01
